question,answer,source
服用磷虾油可能引起哪些副作用？,改善血液循环加快血液流速可能会引起颅内高压，需要谨慎使用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_144.txt
保健品店长应该如何处理客户的咨询和投诉？,保健品店长应该耐心倾听客户的问题，进行有效沟通并及时解决客户的咨询和投诉。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_150.txt
保健品店长需要注意哪些客户服务方面的问题？,保健品店长需要注意客户服务质量、产品质量、配送服务及客户投诉等方面的问题，并进行及时跟进和解决。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_150.txt
吃了牦牛骨胶原蛋白肽和叶黄素之后，眼睛发红，发肿，疼，看不清是什么原因？,可能是对其中某种成分过敏引起的，建议停止食用并咨询医生,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_39.txt
胶原肽一天最多可以喝几包？,一般建议每天不超过2包，具体用量还需结合个人情况和产品说明来确定,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_39.txt
羊奶粉的牛磺酸和天然胆碱的含量是多少？,您可以查阅产品外检报告或者产品说明，上面会有详细的成分含量信息,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_39.txt
牛初乳应该怎么保存？,牛初乳应该保存在干燥防潮的环境中。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_101.txt
牛初乳变色了可以吃吗？,变色的牛初乳已经发生了返潮，不能吃了。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_101.txt
南极磷虾油产品外包装图片在哪里？,外包装图片如下链接所示：https://qx-session-file.oss-cn-beijing.aliyuncs.com/data/8489767caa6312a5153b268177509762.jpg,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_101.txt
南极磷虾油产品的成分表在哪里？,抱歉，成分表暂未提供。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_101.txt
辅酶Q10下单限购数量是多少？,辅酶Q10下单限购数量为24或32瓶，超过这个数量不可以购买。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_38.txt
辅酶Q10针对一个人的购买次数有没有限制？,对于辅酶Q10一个人的购买次数有限制，不可以一直购买。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_38.txt
顾客下单购买辅酶Q10超出限购数量，我们应该怎么处理？,对于超出限购数量购买的顾客，不可以继续购买，需要进行处理。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_38.txt
垂体癌的肿瘤指标CA724和孢子粉有关系吗？,没有明确证据表明孢子粉与垂体癌肿瘤指标CA724有关联。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_38.txt
还原型辅酶Q10摄入后会导致上火吗？,摄入还原型辅酶Q10不会导致上火症状。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_38.txt
阿克虾油会引起痛风吗？,阿克虾油不会引起痛风，因为在生产过程中已去除了引起痛风的嘌呤物质。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_38.txt
老版Q10的吸收率有多高？,关于老版Q10的吸收率，我不清楚。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_38.txt
牦牛骨胶原蛋白肽和叶黄素导致眼部不适的原因是什么？,关于牦牛骨胶原蛋白肽和叶黄素导致眼部不适的原因，需进一步咨询专业人士了解情况。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_38.txt
辅酶现在怎么又下不了单了呀,辅酶Q10现在无法下单,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_135.txt
辅酶Q10什么时候可以下单,辅酶Q10可以在周四前下单,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_135.txt
辅酶什么时候可以下单,辅酶Q10预计11月25日左右发货，重新上架链接供继续下单,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_135.txt
辅酶还是下不了单子,辅酶现在可以下单了,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_135.txt
顾客益生菌为啥化不了,益生菌不会直接在嘴里化，需要进入胃肠道发挥作用,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_135.txt
长期饱食会对骨质疏松有何影响？,长期饱食会使甲状旁腺激素增多，易使骨骼过分脱钙，造成骨质疏松。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_1.txt
饱餐后会对心梗有何影响？,饱餐后血脂水平会突然升高，致使血液黏稠度增加，导致血小板聚集性增高，易在冠状动脉狭窄的基础上形成血栓，堵塞管腔，引起急性心肌梗死。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_1.txt
喝益生菌后出现便秘是正常现象吗？,便秘的原因有很多，不是吃了益生菌就永远不便秘。还是让他先确定具体情况再说。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_1.txt
老年顾客服用磷虾油后低密度脂蛋白变得非常低，可能是什么情况？,这种情况需要进一步了解客户的具体情况，不应该简单归因于磷虾油的作用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_1.txt
顾客说吃益生菌里面有个虫子死了，科技含量这么高，为什么会出现这个现象？,益生菌生产过程为无菌无尘车间，且生产工艺有过筛工艺，全程自动化操作无人工参与，无出现虫子概率，如有此种情况考虑外带。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_176.txt
食道癌术后能否继续服用益生菌？,刚做过食道癌手术建议遵医嘱。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_176.txt
羊奶粉出现多个日期是厂家的问题吗？,产品车间生产时每批都会有一个尾数箱，库房出库按整件出库，会把相邻的两个批次进行拼箱处理，上面的3个批次时间相隔时间较长，这个需要在排查一下其他原因,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_179.txt
服用牦牛骨胶原蛋白肽后的各种反应有哪些处理方式？,厂家给出了可能的处理方式，包含服用后皮肤、神经系统、五官、呼吸系统、心血管系统、消化系统、泌尿系统、内分泌系统、运动系统等多个类别，详细汇总参见厂家回复链接https://doc.weixin.qq.com/sheet/e3_Aa0AsQbqAAosoCZvH0YT12Sb29KDk?scode=AG0A3QfYAA0rR0Ew2DAa0AsQbqAAo&tab=BB08J2,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_179.txt
牦牛骨胶原蛋白肽的分子量是多少？道尔顿高好还是低好？,咱们的肽分子量是多少道尔顿？这个道尔顿高好还是低好？,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_179.txt
服用Q10和磷虾油会长肉吗？,秋冬都容易长肉，与产品无关,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_179.txt
贫血患者能否食用磷虾油及海鲜？,缺铁性贫血可以适量食用磷虾油和海鲜，但顾客需根据医嘱或中医具体情况酌情食用,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_179.txt
购买主品后，用户扫码微信支付后，钱到门店的商户号内，会自动录入到ERP系统吗？,是的，近期系统升级了在线支付功能，购买主品后，用户扫码微信支付后，钱会自动录入到门店的商户号内，且会自动录入到ERP系统，不再需要手动录单。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_80.txt
如何规避微信风控，使用户转账不受限制？,店长需要提供资料，公司给开通商户号（公司开的商户号，微信收取千分之二；个人开的商户号微信要千分之六），然后配置在线支付功能。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_80.txt
微信对每笔交易收取多少手续费？,微信收取手续费为0.2%。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_80.txt
用户在微信支付一千块钱需要支付多少手续费？,一千块钱需要支付两块钱的手续费。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_80.txt
辅酶一个人可以下多少瓶,一次8瓶，最多24瓶,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_136.txt
磷虾油吃完反酸是怎么回事呢？之前吃益生菌没这个情况，以前胃也不反酸，谁能帮我解答一下，谢谢,吃虾油反酸,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_136.txt
金虾油和辅酶孕妇可以吃吗,不能吃！,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_162.txt
牦牛骨胶原蛋白肽有无禁忌人群,可以食用，但如有特殊情况，建议咨询专业医生意见。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_162.txt
牦牛骨胶原蛋白肽会对乳腺增生和弹力纤维瘤有影响吗,理论上不会对乳腺增生和弹力纤维瘤有影响，但具体情况还需咨询专业医生。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_162.txt
牦牛骨胶原蛋白肽对癌症康复期的影响,癌症康复期是否适宜服用牦牛骨胶原蛋白肽，建议低复发几率者可以服用，高复发几率者可以咨询医生意见。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_162.txt
肌酸高能和胶原蛋白肽可以一起食用吗,可以一起食用，但需要多喝水。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_162.txt
血小板减少的人可以食用牦牛肽吗,血小板减少不影响食用牦牛肽。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_162.txt
客户服用辅酶Q10 3天后，肚子上出现红疹破皮了 是什么原因？,首先这不是辅酶引起的，因为辅酶属于酶解类。如果辅酶过敏的反映是眼皮肿、恶心、胃酸，这几个症状，慢慢适应了就缓解了。另外口服过敏瘙痒反应一般出现在面部、颈部、前胸、后背这种顺序，而不会发生在脂肪堆积的腹部和臀部。口服过敏是通过血液传导的，肯定血管表皮薄的地方容易出现症状。你客户这个痒不痒？老年人夏季会因为免疫力低下引起过敏性皮炎、皮癣。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_34.txt
客户服用辅酶Q10一瓶后，早博更厉害了，是怎么回事？,吃辅酶不会引起心脏早博，一般是吃西药才会引起早博和震颤。西药和血压、天气都会影响早博和震颤，还有情绪。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_34.txt
顾客停服辅酶Q10后，就回到以前状态，吃上后就厉害，是怎么回事？,可能是供血不足引起的，辅酶会增加心脏血液流速和含氧量。另外不要和西药一起服用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_34.txt
益生菌有过敏反应的顾客该怎么办？,如果顾客对益生菌出现过敏反应，建议停止使用并立即就医。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_25.txt
牦牛骨胶原蛋白肽的含量是多少？,牦牛骨胶原蛋白肽的含量通常为95%。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_25.txt
如何参与故事征集活动？,在故事征集活动中，每个店面需要上传一个养生故事、转化观点故事、逗乐逗笑的故事、感恩正能量的故事、人设打造的故事或者与保健产品相关的历史典故等故事，任选一类即可。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_25.txt
服用新品辅酶Q10会影响雌激素水平吗？,不会影响，因为大豆软磷脂含量不高。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_19.txt
牦牛骨胶原蛋白有详细的说明书吗？,没有书本，但有课件和详情图在微盘上。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_19.txt
胶原蛋白肽配料有所调整？,20230501这一批次的胶原蛋白肽配料有所调整，有顾客反应产生不良反应。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_19.txt
